x,y
0.5488135039273248,3.3208604473324117
0.7151893663724195,5.03092972404763
0.6027633760716439,4.515968378630261
0.5448831829968969,3.0656039084756443
0.4236547993389047,4.839477727874876
0.6458941130666561,5.555714343487034
0.4375872112626925,4.661027469965152
0.8917730007820798,4.663596111022592
0.9636627605010293,4.213490439995031
0.3834415188257777,4.469850855605647
0.7917250380826646,4.314665444849876
0.5288949197529045,4.87275321976076
0.5680445610939323,4.274939107572438
0.925596638292661,5.502285967574464
0.07103605819788694,3.3796497145120417
0.08712929970154071,3.6453073781977134
0.02021839744032572,3.047436808694532
0.832619845547938,5.8558200203664335
0.7781567509498505,4.640921563702114
0.8700121482468192,5.008017205456773
0.978618342232764,6.2126704825030306
0.7991585642167236,3.699811087671816
0.46147936225293185,3.0759687255153745
0.7805291762864555,5.2073228246782515
0.11827442586893322,2.4544665816617597
0.6399210213275238,5.575589499754576
0.1433532874090464,3.010960587644928
0.9446689170495839,4.3910346264719955
0.5218483217500717,5.325657994487067
0.4146619399905236,4.81633374093733
0.26455561210462697,4.7741505311603
0.7742336894342167,5.152497151052024
0.45615033221654855,3.338150207729962
0.5684339488686485,5.410244533136653
0.018789800436355142,2.8589106869051233
0.6176354970758771,4.770241924682685
0.6120957227224214,4.855692757294008
0.6169339968747569,4.130527931688958
0.9437480785146242,5.296882403926635
0.6818202991034834,4.978445045917985
0.359507900573786,3.969966155251325
0.43703195379934145,3.14113004720922
0.6976311959272649,4.5940878413252335
0.06022547162926983,4.004708207716559
0.6667667154456677,3.8704881910704247
0.6706378696181594,4.241519379017872
0.2103825610738409,3.130662754333257
0.1289262976548533,4.490695080962601
0.31542835092418386,4.079053206523325
0.3637107709426226,3.9990627660459857
0.5701967704178796,3.6271161578722153
0.43860151346232035,4.236702487785853
0.9883738380592262,4.527192569013535
0.10204481074802807,3.225309993678957
0.2088767560948347,2.993856126603749
0.16130951788499626,3.773574565734326
0.6531083254653984,4.690610528674091
0.2532916025397821,3.3677173680275674
0.4663107728563063,4.196626020820376
0.24442559200160274,2.7601435115162016
0.15896958364551972,2.323767438820636
0.11037514116430513,3.5136780831716345
0.6563295894652734,4.423774842512233
0.1381829513486138,3.6997201939586315
0.1965823616800535,4.981927906602735
0.3687251706609641,4.36710333264887
0.8209932298479351,4.033438309399764
0.09710127579306127,3.9388800769833576
0.8379449074988039,3.798618207989927
0.09609840789396307,2.8844737459114533
0.9764594650133958,4.907424526477038
0.4686512016477016,5.0795308843949805
0.9767610881903371,4.457018961681714
0.604845519745046,3.658732013717416
0.7392635793983017,4.412892142512981
0.039187792254320675,2.6360567269339032
0.2828069625764096,4.31670453989049
0.1201965612131689,2.5204387835173887
0.29614019752214493,2.8273012934368884
0.11872771895424405,2.945575408078865
0.317983179393976,3.303944724993082
0.41426299451466997,5.1148806915739975
0.06414749634878436,3.761242197314743
0.6924721193700198,4.443311732996834
0.5666014542065752,3.3162458958597045
0.2653894909394454,4.093687632813255
0.5232480534666997,3.379685875340356
0.09394051075844168,2.1580336236651423
0.5759464955561793,4.94391285268056
0.9292961975762141,5.069887469768994
0.31856895245132366,4.251043787423193
0.6674103799636817,4.547305861889377
0.13179786240439217,3.8348161327439114
0.7163272041185655,3.998637346037033
0.2894060929472011,2.8893169580380924
0.18319136200711683,3.8207790695353183
0.5865129348100832,3.637419426837605
0.020107546187493552,2.58051524054152
0.8289400292173631,4.3541917227564975
0.004695476192547066,3.0210437250684654
